Id,SalePrice
1593,116328.36
1594,123078.625
1595,108159.195
1596,227127.45
1597,191057.06
1598,193736.08
1599,186870.58
1600,191251.58
1601,63452.86
1602,111050.805
1603,106043.21
1604,242316.6
1605,251534.62
1606,169661.73
1607,172735.17
1608,205017.2
1609,203482.47
1610,153015.06
1611,143023.94
1612,170588.14
1613,159749.89
1614,126138.64
1615,80587.14
1616,70589.164
1617,90807.375
1618,128647.75
1619,140829.9
1620,160689.6
1621,144845.31
1622,132817.34
1623,302145.03
1624,192644.45
1625,130433.87
1626,171093.38
1627,178302.22
1628,264285.22
1629,170549.92
1630,317482.0
1631,223297.16
1632,231915.28
1633,159630.34
1634,167948.2
1635,169574.06
1636,154558.1
1637,184554.19
1638,186347.89
1639,184557.88
1640,258504.0
1641,178622.7
1642,200030.89
1643,240465.72
1644,229521.14
1645,193155.52
1646,155396.56
1647,167722.84
1648,128354.98
1649,136672.19
1650,109684.914
1651,130843.14
1652,85848.055
1653,88935.13
1654,142624.03
1655,152121.84
1656,142839.5
1657,144468.83
1658,143204.78
1659,129753.61
1660,148235.28
1661,437619.8
1662,398350.12
1663,390808.53
1664,458029.4
1665,312130.03
1666,315389.16
1667,285214.1
1668,314962.06
1669,274336.6
1670,341102.62
1671,231555.7
1672,370221.8
1673,291545.38
1674,258889.38
1675,163715.86
1676,166770.8
1677,198408.75
1678,381566.53
1679,321335.28
1680,358474.84
1681,285477.25
1682,260383.19
1683,197053.86
1684,180815.5
1685,162192.27
1686,176584.44
1687,165909.25
1688,191578.89
1689,195177.39
1690,184963.67
1691,161528.05
1692,251514.23
1693,162133.66
1694,162192.27
1695,169890.67
1696,255374.42
1697,171495.4
1698,342694.78
1699,355467.8
1700,242826.45
1701,283486.97
1702,273100.6
1703,279697.53
1704,263121.1
1705,230079.77
1706,434116.5
1707,218061.23
1708,217339.97
1709,295946.56
1710,230593.56
1711,235691.47
1712,302148.47
1713,222377.39
1714,200673.66
1715,194249.11
1716,197018.16
1717,175157.95
1718,143025.44
1719,200346.47
1720,237908.2
1721,182218.53
1722,143221.31
1723,154688.9
1724,231705.7
1725,234461.8
1726,175446.34
1727,157094.34
1728,190427.31
1729,164401.77
1730,163668.86
1731,122881.94
1732,125200.11
1733,115733.36
1734,120732.24
1735,128647.75
1736,120051.16
1737,321770.12
1738,217412.33
1739,279420.8
1740,229823.62
1741,182272.25
1742,161302.36
1743,182508.98
1744,273065.16
1745,185724.8
1746,199954.78
1747,204717.69
1748,218516.73
1749,144117.66
1750,128370.16
1751,245003.03
1752,106751.164
1753,146214.6
1754,193792.27
1755,151756.55
1756,121177.5
1757,116928.875
1758,138137.47
1759,161116.5
1760,155282.64
1761,141113.72
1762,174520.67
1763,163165.94
1764,115701.36
1765,159241.1
1766,173752.6
1767,201714.19
1768,137076.33
1769,175253.69
1770,138263.2
1771,121798.63
1772,127654.51
1773,129904.54
1774,147529.7
1775,133963.9
1776,120462.766
1777,101118.7
1778,133399.89
1779,115361.12
1780,181290.84
1781,126900.73
1782,91814.9
1783,136383.92
1784,88309.53
1785,120282.195
1786,159696.11
1787,153455.1
1788,54560.746
1789,106225.51
1790,75651.14
1791,185773.88
1792,146610.45
1793,136239.5
1794,140589.84
1795,137790.52
1796,122200.734
1797,116341.45
1798,127310.56
1799,106152.19
1800,105877.79
1801,129621.516
1802,142631.64
1803,151423.02
1804,140548.14
1805,141140.62
1806,123740.18
1807,114399.086
1808,120332.445
1809,113187.12
1810,140109.05
1811,96800.17
1812,97765.414
1813,123224.26
1814,88896.375
1815,62355.47
1816,98030.29
1817,101572.19
1818,126530.81
1819,130298.1
1820,69471.375
1821,121279.24
1822,138661.73
1823,44681.68
1824,143524.72
1825,129752.37
1826,88502.35
1827,100066.23
1828,140962.12
1829,114416.766
1830,150242.48
1831,171380.97
1832,99467.945
1833,125717.23
1834,122801.336
1835,133913.19
1836,138323.75
1837,82818.914
1838,131913.14
1839,95420.45
1840,155736.75
1841,130752.2
1842,83404.82
1843,139692.25
1844,122616.2
1845,135253.53
1846,147692.44
1847,149309.03
1848,57755.887
1849,108655.34
1850,125980.07
1851,156238.08
1852,133962.75
1853,132146.83
1854,180979.39
1855,138182.53
1856,221808.9
1857,172840.97
1858,144763.84
1859,124624.016
1860,147337.22
1861,124624.016
1862,311432.78
1863,294602.22
1864,294602.22
1865,357028.94
1866,312994.2
1867,268009.7
1868,317370.28
1869,188047.45
1870,238039.39
1871,247046.64
1872,169754.62
1873,229236.55
1874,144198.08
1875,198679.89
1876,184912.36
1877,200490.39
1878,195407.6
1879,125216.59
1880,133440.98
1881,218487.14
1882,282675.2
1883,200596.55
1884,201515.19
1885,243146.48
1886,269029.4
1887,202554.47
1888,259763.62
1889,167383.61
1890,124117.08
1891,137477.98
1892,107363.445
1893,119596.69
1894,137244.16
1895,146490.81
1896,127465.83
1897,108889.88
1898,109910.88
1899,136591.67
1900,132715.67
1901,149324.12
1902,126107.85
1903,198692.78
1904,133780.7
1905,173752.6
1906,161628.67
1907,189166.42
1908,116602.375
1909,137194.3
1910,126948.66
1911,185675.92
1912,338081.66
1913,151968.72
1914,81803.695
1915,268919.88
1916,65636.39
1917,273630.84
1918,139087.53
1919,162086.95
1920,162903.17
1921,383954.94
1922,294879.66
1923,201681.48
1924,202133.4
1925,201834.45
1926,365614.88
1927,130081.07
1928,162566.86
1929,112610.66
1930,133280.98
1931,146540.56
1932,141850.69
1933,170003.97
1934,178446.98
1935,167670.86
1936,174585.1
1937,170374.67
1938,154186.52
1939,251167.39
1940,200901.52
1941,181054.31
1942,170913.67
1943,200991.78
1944,292745.38
1945,305773.4
1946,153033.31
1947,274981.22
1948,176946.38
1949,212883.11
1950,175502.9
1951,255210.33
1952,217366.92
1953,150849.22
1954,208349.66
1955,135285.4
1956,270922.3
1957,170740.48
1958,301704.75
1959,152264.08
1960,115682.82
1961,115978.87
1962,87011.66
1963,92417.195
1964,109271.15
1965,142752.62
1966,151927.42
1967,262027.03
1968,347098.62
1969,363548.9
1970,392224.78
1971,386592.66
1972,339125.66
1973,257451.98
1974,291740.34
1975,443276.06
1976,259338.62
1977,334297.16
1978,354038.06
1979,373416.7
1980,187238.06
1981,359326.78
1982,212155.9
1983,212155.9
1984,179226.92
1985,200216.97
1986,208099.84
1987,194966.61
1988,163837.69
1989,191406.67
1990,212778.17
1991,215903.38
1992,195739.22
1993,183202.16
1994,242814.19
1995,196613.86
1996,284018.2
1997,330687.75
1998,324481.9
1999,267228.47
2000,310333.72
2001,261992.8
2002,219938.42
2003,263560.06
2004,262121.52
2005,238217.2
2006,231627.92
2007,257410.5
2008,193831.27
2009,178066.88
2010,196978.7
2011,149248.67
2012,182535.95
2013,178901.27
2014,177119.77
2015,196395.53
2016,179682.84
2017,190165.61
2018,126675.46
2019,134800.9
2020,119778.98
2021,104926.27
2022,179118.08
2023,143013.56
2024,228492.27
2025,391000.53
2026,186073.0
2027,130254.125
2028,153087.03
2029,153688.84
2030,267135.97
2031,235798.27
2032,249616.92
2033,260434.36
2034,172300.83
2035,206529.44
2036,190699.0
2037,190699.0
2038,274967.34
2039,213454.56
2040,260238.47
2041,269999.2
2042,196763.55
2043,159316.12
2044,165386.67
2045,210212.6
2046,157848.69
2047,148552.58
2048,137271.9
2049,151763.48
2050,176435.47
2051,103060.51
2052,132887.67
2053,141662.11
2054,77531.125
2055,154091.7
2056,133608.44
2057,118081.65
2058,207973.86
2059,130959.74
2060,164515.8
2061,170507.31
2062,127903.71
2063,117989.57
2064,136870.19
2065,119098.84
2066,170411.72
2067,115165.56
2068,158046.16
2069,99561.81
2070,108534.69
2071,99392.84
2072,133903.11
2073,135077.58
2074,186927.8
2075,148620.45
2076,133722.14
2077,133232.19
2078,122235.81
2079,128046.51
2080,125625.18
2081,120299.17
2082,138307.92
2083,141120.44
2084,112691.016
2085,123151.305
2086,133823.7
2087,132849.78
2088,105885.164
2089,79033.92
2090,132562.23
2091,113316.51
2092,130108.0
2093,132791.64
2094,133614.3
2095,159735.56
2096,88700.836
2097,97214.914
2098,148840.73
2099,54545.344
2100,93779.06
2101,127736.1
2102,143603.58
2103,98789.55
2104,129977.53
2105,110359.91
2106,74215.78
2107,210697.3
2108,124151.055
2109,121449.266
2110,122670.59
2111,150374.64
2112,137386.38
2113,119303.58
2114,107076.83
2115,154717.81
2116,122344.98
2117,149002.64
2118,120231.96
2119,109005.22
2120,114074.1
2121,92801.66
2122,97899.49
2123,94248.07
2124,170374.02
2125,129782.32
2126,132774.67
2127,141108.6
2128,126550.24
2129,99249.25
2130,140605.66
2131,175153.61
2132,120671.46
2133,124214.89
2134,122372.984
2135,104796.664
2136,64339.17
2137,124317.28
2138,127415.02
2139,143282.38
2140,133222.78
2141,133845.14
2142,128765.21
2143,139053.98
2144,114968.695
2145,135321.53
2146,155643.95
2147,134685.77
2148,116324.586
2149,138101.12
2150,217437.0
2151,118329.55
2152,158068.47
2153,156114.45
2154,110336.86
2155,141254.28
2156,277518.25
2157,226666.77
2158,228861.27
2159,218474.02
2160,185354.81
2161,260327.83
2162,455079.97
2163,378340.16
2164,239051.28
2165,174314.9
2166,146976.53
2167,205994.97
2168,182372.39
2169,196466.72
2170,204971.06
2171,136816.3
2172,140339.73
2173,151581.95
2174,248983.06
2175,307029.88
2176,279247.38
2177,249388.25
2178,231581.11
2179,140973.83
2180,201603.61
2181,199222.34
2182,222737.58
2183,188451.75
2184,128343.1
2185,117054.055
2186,149249.95
2187,153814.5
2188,166386.66
2189,262323.3
2190,83685.27
2191,83488.22
2192,80699.34
2193,107938.37
2194,102523.984
2195,107894.12
2196,94840.64
2197,111986.17
2198,167462.16
2199,156464.42
2200,129777.49
2201,137786.58
2202,175337.95
2203,127107.36
2204,165637.33
2205,100217.5
2206,134537.23
2207,218987.38
2208,244109.77
2209,208629.42
2210,117029.61
2211,116702.945
2212,123376.77
2213,96761.96
2214,138255.69
2215,105817.43
2216,151593.23
2217,86333.04
2218,85431.766
2219,91565.77
2220,74108.91
2221,269113.84
2222,212475.22
2223,271928.47
2224,208194.94
2225,130245.92
2226,178570.75
2227,193515.23
2228,235790.39
2229,242549.88
2230,155357.89
2231,223388.11
2232,176172.5
2233,162983.98
2234,239674.25
2235,177087.34
2236,253282.7
2237,322452.72
2238,208906.16
2239,147369.67
2240,150994.3
2241,133408.8
2242,136213.25
2243,134356.95
2244,99129.77
2245,95596.8
2246,138673.38
2247,104393.58
2248,122772.3
2249,126936.914
2250,139139.55
2251,97933.766
2252,179123.72
2253,141748.05
2254,171476.94
2255,178462.98
2256,183009.38
2257,203205.92
2258,176361.28
2259,165773.86
2260,178607.72
2261,188505.86
2262,205185.22
2263,298163.34
2264,436482.34
2265,174719.02
2266,269893.12
2267,350059.9
2268,370643.62
2269,147704.97
2270,196923.48
2271,208233.25
2272,190439.84
2273,156173.88
2274,163376.0
2275,164264.02
2276,183640.34
2277,178245.78
2278,151441.8
2279,123301.73
2280,123853.63
2281,164273.4
2282,161818.98
2283,105978.01
2284,111855.85
2285,151103.64
2286,120335.66
2287,321230.2
2288,264337.12
2289,345622.44
2290,440603.12
2291,300521.34
2292,399042.53
2293,442338.97
2294,374324.84
2295,420958.38
2296,323689.75
2297,276122.0
2298,310484.4
2299,358773.1
2300,301884.38
2301,251426.7
2302,215349.38
2303,239435.05
2304,260770.36
2305,177668.4
2306,170978.06
2307,165487.95
2308,240192.98
2309,273831.1
2310,220457.53
2311,198304.89
2312,176920.39
2313,171100.89
2314,187174.86
2315,172318.73
2316,178518.66
2317,156304.55
2318,171008.56
2319,188999.81
2320,200128.02
2321,237497.89
2322,181194.92
2323,171174.66
2324,168543.0
2325,212309.94
2326,166958.1
2327,212377.38
2328,219890.39
2329,175389.97
2330,182910.8
2331,379016.22
2332,382382.9
2333,306763.84
2334,255033.45
2335,281637.03
2336,316270.78
2337,208572.52
2338,262974.06
2339,232234.88
2340,407379.7
2341,219102.89
2342,227947.7
2343,211430.19
2344,214815.86
2345,255603.45
2346,222517.83
2347,190794.33
2348,238247.19
2349,180096.64
2350,246787.38
2351,258769.4
2352,252624.61
2353,234328.34
2354,147360.27
2355,162296.23
2356,155210.39
2357,198334.6
2358,178940.0
2359,138054.23
2360,121377.71
2361,139393.75
2362,251992.02
2363,133454.73
2364,164840.89
2365,209404.44
2366,204473.0
2367,229957.14
2368,191519.34
2369,221812.72
2370,156009.69
2371,150805.92
2372,185078.9
2373,280865.9
2374,304368.44
2375,243711.55
2376,238053.23
2377,317539.22
2378,137880.81
2379,180923.3
2380,138552.02
2381,144444.6
2382,207964.73
2383,221181.97
2384,241358.08
2385,161153.38
2386,134939.3
2387,129313.336
2388,110177.34
2389,123272.57
2390,131297.02
2391,139728.1
2392,130186.69
2393,169139.11
2394,141045.23
2395,209293.83
2396,141192.19
2397,201245.34
2398,132550.73
2399,59458.492
2400,48808.863
2401,116949.945
2402,130718.164
2403,149368.28
2404,137361.48
2405,150795.42
2406,139606.34
2407,120048.984
2408,140773.52
2409,135589.2
2410,184696.1
2411,119744.945
2412,154173.58
2413,125722.51
2414,132900.6
2415,144438.8
2416,129759.3
2417,131879.67
2418,134763.75
2419,117849.56
2420,126023.81
2421,152769.38
2422,121602.945
2423,113914.4
2424,161865.75
2425,188253.98
2426,129310.25
2427,117528.67
2428,194826.84
2429,126660.72
2430,125103.44
2431,106245.98
2432,135508.02
2433,135894.84
2434,127311.414
2435,138631.33
2436,107570.48
2437,107186.87
2438,120308.92
2439,119245.8
2440,123648.164
2441,109033.08
2442,117186.08
2443,128746.18
2444,131546.42
2445,84576.914
2446,130044.734
2447,183113.6
2448,144362.92
2449,109431.85
2450,141516.55
2451,131541.28
2452,193068.95
2453,102700.33
2454,122931.41
2455,123772.984
2456,132027.55
2457,122898.695
2458,119377.9
2459,114086.07
2460,137950.92
2461,117162.055
2462,136881.94
2463,111178.81
2464,175131.22
2465,128777.375
2466,110183.76
2467,151523.86
2468,78823.69
2469,77276.375
2470,182150.95
2471,225896.36
2472,176414.27
2473,117426.945
2474,78205.57
2475,227671.58
2476,116245.07
2477,121407.92
2478,155476.77
2479,89582.76
2480,145013.94
2481,115596.14
2482,129508.45
2483,121407.92
2484,121227.55
2485,125315.984
2486,143634.53
2487,190294.42
2488,167197.58
2489,149266.89
2490,152422.88
2491,104053.836
2492,168997.05
2493,144785.66
2494,158331.3
2495,94741.195
2496,257636.2
2497,150750.56
2498,109619.555
2499,107655.04
2500,134580.22
2501,131183.36
2502,154754.4
2503,94103.74
2504,196373.25
2505,218987.38
2506,276795.34
2507,309665.56
2508,275628.4
2509,206195.66
2510,242759.31
2511,178911.17
2512,203362.0
2513,194751.6
2514,267231.0
2515,153452.02
2516,156393.12
2517,137940.0
2518,151426.64
2519,206314.66
2520,202287.3
2521,196996.55
2522,203204.58
2523,128640.51
2524,127700.17
2525,146416.94
2526,136992.42
2527,112609.91
2528,133426.1
2529,128091.945
2530,123545.97
2531,220692.3
2532,221053.97
2533,200604.58
2534,248452.22
2535,302779.03
2536,235159.58
2537,225658.66
2538,193296.66
2539,182546.4
2540,166681.9
2541,186121.62
2542,161363.3
2543,129452.15
2544,131354.62
2545,138811.38
2546,142852.05
2547,143593.98
2548,153653.52
2549,155231.27
2550,232375.33
2551,137480.47
2552,129411.54
2553,79074.94
2554,115183.47
2555,120029.06
2556,98211.266
2557,102882.18
2558,152083.25
2559,115712.73
2560,132123.77
2561,133692.05
2562,128866.32
2563,145527.38
2564,173729.56
2565,123451.87
2566,136116.64
2567,109917.695
2568,173230.75
2569,188218.62
2570,123078.16
2571,176003.56
2572,180904.5
2573,218276.58
2574,237538.89
2575,125785.11
2576,128480.63
2577,154384.86
2578,95680.25
2579,67823.69
2580,124190.96
2581,130981.72
2582,115138.99
2583,253794.58
2584,148783.83
2585,167436.77
2586,208592.22
2587,202568.39
2588,150047.17
2589,143690.7
2590,212762.95
2591,212813.69
2592,204356.81
2593,243501.52
2594,180241.16
2595,208132.6
2596,278820.28
2597,185973.11
2598,250141.42
2599,324144.78
2600,144779.72
2601,158243.58
2602,84330.375
2603,91031.34
2604,78292.66
2605,84339.625
2606,141049.4
2607,171111.98
2608,221233.23
2609,155759.19
2610,98469.65
2611,125737.97
2612,146605.0
2613,126783.875
2614,132468.34
2615,139550.03
2616,140618.8
2617,180471.28
2618,191080.75
2619,213589.78
2620,172806.36
2621,178487.16
2622,182134.28
2623,269118.72
2624,279146.47
2625,317266.47
2626,157186.52
2627,181383.55
2628,360089.38
2629,455097.34
2630,329899.0
2631,413870.78
2632,366512.1
2633,267843.34
2634,405749.28
2635,148301.61
2636,192682.12
2637,176065.0
2638,239685.44
2639,179489.48
2640,152324.06
2641,105794.82
2642,168936.47
2643,106027.44
2644,127483.45
2645,101449.73
2646,86380.88
2647,104889.055
2648,141008.25
2649,135534.38
2650,150364.03
2651,143791.73
2652,369068.0
2653,262959.03
2654,217819.72
2655,325709.03
2656,314999.9
2657,332944.62
2658,295291.38
2659,294561.22
2660,315462.28
2661,316861.9
2662,304508.97
2663,257007.23
2664,264155.94
2665,299475.38
2666,281519.97
2667,166028.75
2668,189156.69
2669,165342.34
2670,295701.12
2671,191126.31
2672,183227.33
2673,194137.25
2674,187529.17
2675,176807.55
2676,195528.58
2677,179022.62
2678,244160.06
2679,281020.5
2680,291325.8
2681,388963.53
2682,325556.56
2683,459896.22
2684,307404.9
2685,329417.06
2686,283173.53
2687,260381.7
2688,232555.56
2689,216793.27
2690,395635.56
2691,175904.56
2692,145363.14
2693,206223.58
2694,153255.45
2695,192833.97
2696,192461.0
2697,180079.47
2698,180834.64
2699,170220.7
2700,153675.64
2701,153680.48
2702,119333.85
2703,146161.2
2704,144590.95
2705,120233.56
2706,124295.12
2707,131284.23
2708,130483.39
2709,110525.8
2710,129829.234
2711,246494.06
2712,338047.8
2713,187072.25
2714,150076.22
2715,163013.52
2716,154412.25
2717,183110.28
2718,237352.98
2719,141007.97
2720,167784.6
2721,136265.88
2722,152053.67
2723,150297.52
2724,122548.28
2725,128882.664
2726,145892.42
2727,182987.73
2728,155900.36
2729,155346.78
2730,140267.75
2731,126322.95
2732,130278.59
2733,161589.36
2734,164428.73
2735,126199.65
2736,151022.53
2737,125604.22
2738,151630.25
2739,152444.25
2740,140242.2
2741,132663.16
2742,152461.55
2743,142808.86
2744,149247.83
2745,139641.62
2746,127752.914
2747,147900.2
2748,119570.34
2749,123866.625
2750,130869.84
2751,128247.42
2752,197979.12
2753,142611.78
2754,220063.47
2755,126609.516
2756,92338.44
2757,69265.1
2758,74176.44
2759,158205.86
2760,132343.83
2761,147930.81
2762,138902.22
2763,211480.6
2764,159535.98
2765,321891.97
2766,130195.26
2767,91736.22
2768,136091.58
2769,114676.87
2770,159798.64
2771,114763.95
2772,114309.555
2773,146063.94
2774,142570.45
2775,134279.72
2776,130984.22
2777,148373.89
2778,119718.11
2779,112829.2
2780,98207.24
2781,100400.6
2782,91313.664
2783,82604.67
2784,128296.97
2785,131622.47
2786,56005.54
2787,121764.484
2788,69399.664
2789,174015.44
2790,95913.766
2791,124886.6
2792,74851.53
2793,161808.64
2794,79321.47
2795,114663.52
2796,91230.19
2797,230945.25
2798,95572.64
2799,105299.28
2800,70464.805
2801,114889.45
2802,138956.14
2803,170317.48
2804,129062.86
2805,109258.65
2806,80600.98
2807,166416.02
2808,146669.75
2809,135209.69
2810,131862.95
2811,155883.12
2812,142206.11
2813,154495.9
2814,150397.31
2815,115929.22
2816,244066.94
2817,150584.75
2818,126108.45
2819,158633.88
2820,127420.86
2821,120150.805
2822,190111.2
2823,338996.66
2824,168372.08
2825,149829.53
2826,141340.92
2827,139725.83
2828,187234.84
2829,187335.05
2830,228491.61
2831,174190.94
2832,216127.1
2833,248875.05
2834,207762.34
2835,219848.66
2836,202661.9
2837,148121.11
2838,157790.44
2839,179970.28
2840,201221.17
2841,197190.9
2842,207465.94
2843,139807.12
2844,149279.42
2845,118297.5
2846,203448.89
2847,182340.58
2848,209603.62
2849,200613.38
2850,286963.53
2851,239998.12
2852,237372.45
2853,230065.72
2854,137136.34
2855,184728.69
2856,205381.0
2857,196029.14
2858,186888.94
2859,122010.69
2860,113725.85
2861,118468.66
2862,197767.2
2863,133522.84
2864,248371.44
2865,140872.36
2866,156111.48
2867,98661.78
2868,97817.46
2869,120645.23
2870,126552.414
2871,92646.55
2872,56970.527
2873,110330.55
2874,121979.51
2875,121127.36
2876,177274.73
2877,128283.266
2878,164113.38
2879,137934.08
2880,96594.34
2881,133948.7
2882,150673.23
2883,185625.81
2884,209552.06
2885,158714.69
2886,204003.4
2887,111600.125
2888,125760.875
2889,66850.47
2890,82925.84
2891,143576.47
2892,59881.82
2893,123527.83
2894,62808.945
2895,273714.62
2896,243133.5
2897,199019.16
2898,160517.28
2899,227590.6
2900,150945.34
2901,230168.2
2902,173094.5
2903,352695.12
2904,312270.28
2905,95683.17
2906,189363.17
2907,118380.68
2908,133234.86
2909,154485.16
2910,76447.12
2911,84650.43
2912,138672.44
2913,87228.84
2914,76014.266
2915,80964.22
2916,87228.84
2917,169755.28
2918,130259.09
2919,227702.84
